biking,smoking,heart.disease
37.454011884736246,97.43948076661665,67.11136967238723
95.07143064099162,98.62107444796028,53.89246851943605
73.1993941811405,69.81617140197451,43.836772451311376
59.86584841970366,53.60963663441204,32.16834199774441
15.601864044243651,30.952761628632775,42.69681085607311
15.599452033620265,81.37950197069486,69.06284410168047
5.8083612168199465,68.47311725538793,65.29300250230318
86.61761457749351,16.26169393448913,17.54946622176962
60.11150117432088,91.09271844938425,61.68251964514038
70.80725777960456,82.2537242923169,52.180585208419274
2.0584494295802447,94.9799913291924,76.52163227842888
96.99098521619943,72.571950838836,28.883875186978216
83.24426408004217,61.34151959357899,37.84557166843977
21.233911067827616,41.82430362906189,45.580416929998215
18.182496720710063,93.27284833540132,72.5395693374645
18.34045098534338,86.60638895004084,61.41731630031586
30.42422429595377,4.521867010618941,17.72838351448203
52.475643163223786,2.6366974497252005,20.84142004255998
43.194501864211574,37.64633668780496,35.66704201535573
29.122914019804192,81.0553330781833,65.19829582001351
61.18528947223795,98.72761293149445,61.14981150472815
13.949386065204184,15.041689110352818,33.48480943309388
29.214464853521815,59.41307153521351,55.6336153414302
36.63618432936917,38.08908566310215,35.47346389165346
45.606998421703594,96.99143978146031,65.294224248924
78.51759613930136,84.21189231357087,46.23929087146981
19.967378215835975,83.83287047111378,63.75374063364452
51.42344384136116,46.86931597949703,36.46176421999697
59.24145688620425,41.48195023376652,34.07920690919055
4.645041271999773,27.340707193070624,39.88309810661799
60.75448519014384,5.6375496650927115,20.87120990337081
17.052412368729154,86.47223762550531,63.647358591036394
6.505159298527952,81.29010091300776,67.75914444613869
94.88855372533332,99.97176732861305,49.320662255335655
96.56320330745594,99.66368370739053,58.09777028322715
80.83973481164611,55.543170560262745,34.50243871919541
30.46137691733707,76.89874151805105,64.47018038116758
9.767211400638388,94.47657298824281,66.88032120874503
68.42330265121569,84.96473906774115,53.29063006785216
44.01524937396013,24.734810174319765,33.61098425308903
12.203823484477883,45.05441353100935,49.27747966653843
49.51769101112702,12.915941515149498,26.9300653295634
3.4388521115218396,95.40510272587224,74.08445347897771
90.9320402078782,60.617463445088006,40.07585686110844
25.87799816000169,22.864280550346272,45.16323144526888
66.2522284353982,67.17006844058567,41.895172887475084
31.171107608941096,61.81282404578958,49.3275671332086
52.00680211778108,35.81627180328405,39.57301765189621
54.67102793432797,11.355759219962902,27.174431958336626
18.485445552552704,67.15731955927996,55.41872597810782
96.95846277645586,52.03077009037933,24.82691212677362
77.51328233611146,77.23183917356393,43.953011841645996
93.9498941564189,52.01635011119934,21.100954253502614
89.48273504276489,85.21815003185401,41.17099477067655
59.78999788110851,55.190683877448556,34.63763874063139
92.18742350231169,56.093797153538624,26.551683700555163
8.84925020519195,87.66536026583451,71.00448063442578
19.59828624191452,40.3482866212397,45.46573110072809
4.522728891053807,13.401522845064074,43.09644521928628
32.53303307632643,2.8782676313338973,16.687453689075063
38.8677289689482,75.5137255673619,61.01815608537942
27.134903177389592,62.03095513534647,51.80506239332881
82.87375091519293,70.40797680992236,40.09454458214113
35.67533266935893,21.296416150891073,33.319705735470876
28.093450968738075,13.637147558676975,22.77692838090557
54.26960831582485,1.4544665667881929,16.3583995195669
14.092422497476264,35.058755880659696,44.13391223215225
80.21969807540397,58.991768685463306,37.89223124015121
7.455064367977082,39.22440450997323,48.821526164132585
98.68869366005173,43.747492202372904,34.5436387027254
77.22447692966574,90.41586944937484,48.85189172453112
19.87156815341724,34.82554670233004,38.79631813013076
0.5522117123602399,51.39894891598108,52.418108312158644
81.54614284548342,78.3653012741143,41.94142218761086
70.68573438476172,39.65427823212701,25.434483164102403
72.90071680409874,62.20867002278735,45.17920262570182
77.12703466859458,86.23637087467452,57.082596276708166
7.4044651734090365,94.9520623657642,72.400960162112
35.84657285442726,14.707348092903793,22.437924324602577
11.586905952512971,92.65876251614944,75.21038725425285
86.31034258755935,49.21162930795382,25.95159665630425
